"","char","freq"
"2782","畢恭畢敬",1
"2783","紅茶",1
"2784","遞過來",1
"2785","直面人生",1
"2786","基本上",1
"2787","威士忌",1
"2788","兩間",1
"2789","不假",1
"2790","碎步",1
"2791","聲像",1
"2792","蔥翠",1
"2793","黑中",1
"2794","洗劫",1
"2795","飽覽",1
"2796","古時",1
"2797","雷歐",1
"2798","雪山",1
"2799","傘形",1
"2800","淺",1
"2801","絕緣",1
"2802","攀上",1
"2803","紫紅",1
"2804","注定",1
"2805","怒放",1
"2806","理在",1
"2807","清亮",1
"2808","下坡",1
"2809","橫跨",1
"2810","光禿禿",1
"2811","申訴",1
"2812","樹干",1
"2813","最多",1
"2814","已故",1
"2815","花期",1
"2816","高深莫測",1
"2817","管還",1
"2818","13",1
"2819","我行我素",1
"2820","隨心所欲",1
"2821","一棵",1
"2822","隨時隨地",1
"2823","亂猜",1
"2824","連發",1
"2825","一說",1
"2826","前景",1
"2827","捉摸不定",1
"2828","小船",1
"2829","不少",1
"2830","水珠子",1
"2831","蔥蔥",1
"2832","毫無關係",1
"2833","濃眉",1
"2834","不等",1
"2835","歡心",1
"2836","橋北",1
"2837","趕上去",1
"2838","折回去",1
"2839","聽膩",1
"2840","隴",1
"2841","陸舟極",1
"2842","是屬",1
"2843","公卿",1
"2844","安寺",1
"2845","結下",1
"2846","龍",1
"2847","鑽",1
"2848","奇峭",1
"2849","佛教徒",1
"2850","扔回去",1
"2851","快活地",1
"2852","三明治",1
"2853","乞討",1
"2854","兩年",1
"2855","遮掩",1
"2856","相為體",1
"2857","運用",1
"2858","人則",1
"2859","啟才",1
"2860","我施",1
"2861","富麗堂皇",1
"2862","財力",1
"2863","翔",1
"2864","哼歌",1
"2865","束圍",1
"2866","感染",1
"2867","欽佩",1
"2868","謠",1
"2869","亡靈",1
"2870","專",1
"2871","倉帝",1
"2872","不勝",1
"2873","戀曲",1
"2874","一停",1
"2875","琴鳴",1
"2876","套",1
"2877","忽聞",1
"2878","石狐",1
"2879","法輪",1
"2880","清潔",1
"2881","謠曲",1
"2882","戀",1
"2883","夫",1
"2884","痊愈",1
"2885","有機",1
"2886","這首",1
"2887","畫押",1
"2888","源仲國",1
"2889","嵯峨",1
"2890","面包",1
"2891","范",1
"2892","瞻仰",1
"2893","物像",1
"2894","以嬌艷",1
"2895","絞盡腦汁",1
"2896","一盆",1
"2897","傑作",1
"2898","嬌出",1
"2899","平平靜靜",1
"2900","盤根錯節",1
"2901","報節",1
"2902","與民",1
"2903","密密麻麻",1
"2904","言談",1
"2905","更深",1
"2906","著竹",1
"2907","風越",1
"2908","水盆",1
"2909","遠遠",1
"2910","星期五",1
"2911","大竹林",1
"2912","祭掃",1
"2913","從鳴",1
"2914","菲菲",1
"2915","青翠",1
"2916","月份",1
"2917","還使",1
"2918","立信",1
"2919","很艷",1
"2920","母子倆",1
"2921","單身生活",1
"2922","時所",1
"2923","從此",1
"2924","情人",1
"2925","x",1
"2926","喝水",1
"2927","給你啦",1
"2928","緊迫",1
"2929","職工",1
"2930","金屬環",1
"2931","大飽樹",1
"2932","一丁點兒",1
"2933","經書",1
"2934","余",1
"2935","軍官",1
"2936","死產",1
"2937","臨別",1
"2938","難吃",1
"2939","開拔",1
"2940","間歇",1
"2941","友樣",1
"2942","心上人",1
"2943","給我講",1
"2944","偷看",1
"2945","內務部",1
"2946","漫無",1
"2947","她還",1
"2948","嬌媚",1
"2949","見細",1
"2950","扎下",1
"2951","相形",1
"2952","占卜",1
"2953","主時",1
"2954","肩掛",1
"2955","文章",1
"2956","陡坡",1
"2957","出產",1
"2958","縱值",1
"2959","課時",1
"2960","領口處",1
"2961","油",1
"2962","冥",1
"2963","墓地",1
"2964","西南風",1
"2965","吊唁",1
"2966","發黑",1
"2967","不塗",1
"2968","陸軍",1
"2969","無處",1
"2970","浮躁",1
"2971","破席",1
"2972","愚昧",1
"2973","苦楚",1
"2974","過於",1
"2975","有錢",1
"2976","恫嚇",1
"2977","行蹤",1
"2978","袖",1
"2979","隨著能",1
"2980","匯合",1
"2981","京福",1
"2982","嵐電",1
"2983","鹿原",1
"2984","要點",1
"2985","買到",1
"2986","陰天",1
"2987","槍口",1
"2988","晴天",1
"2989","至此",1
"2990","人多",1
"2991","門楣",1
"2992","誤算",1
"2993","很久",1
"2994","運河",1
"2995","相稱",1
"2996","詐術",1
"2997","打瞌腆",1
"2998","假裝",1
"2999","浪頭",1
"3000","作術",1
"3001","招",1
"3002","褲管",1
"3003","那家伙",1
"3004","天火",1
"3005","手續",1
"3006","摔",1
"3007","細碎",1
"3008","摔折",1
"3009","摔下去",1
"3010","那條",1
"3011","定造",1
"3012","課間",1
"3013","看不到",1
"3014","屬性",1
"3015","體面",1
"3016","為重",1
"3017","罵嗎",1
"3018","馬",1
"3019","中部",1
"3020","干枯",1
"3021","龍飛鳳舞",1
"3022","潦草",1
"3023","十字",1
"3024","外人",1
"3025","校寫",1
"3026","過世",1
"3027","手是",1
"3028","魅",1
"3029","把連",1
"3030","橫寫",1
"3031","招貼畫",1
"3032","嫖",1
"3033","上演",1
"3034","趕得上",1
"3035","蒙騙",1
"3036","西郊",1
"3037","那以",1
"3038","最晚",1
"3039","總而言之",1
"3040","海灣",1
"3041","投向",1
"3042","本能",1
"3043","十足",1
"3044","神體",1
"3045","減退",1
"3046","毫不動搖",1
"3047","稽戲",1
"3048","淡路",1
"3049","聖女",1
"3050","堤壩",1
"3051","過濾器",1
"3052","言過其實",1
"3053","摘來",1
"3054","膚色",1
"3055","濁水",1
"3056","血跡",1
"3057","吉野",1
"3058","頂著",1
"3059","躁動",1
"3060","店裡",1
"3061","管制",1
"3062","不期",1
"3063","的風",1
"3064","書桌上",1
"3065","仁立",1
"3066","的蟬",1
"3067","冥福",1
"3068","阿陀",1
"3069","圖",1
"3070","漢明",1
"3071","詼諧",1
"3072","相比",1
"3073","佯裝不知",1
"3074","人山人海",1
"3075","奔何",1
"3076","志在",1
"3077","行為嗎",1
"3078","轉了",1
"3079","行至",1
"3080","家微",1
"3081","少年時期",1
"3082","可一",1
"3083","消氣",1
"3084","發育",1
"3085","梳妝打扮",1
"3086","改",1
"3087","競相",1
"3088","c",1
"3089","物品",1
"3090","之風",1
"3091","機能",1
"3092","湖上",1
"3093","那幢",1
"3094","而潮",1
"3095","走時",1
"3096","扶著",1
"3097","打動",1
"3098","轉過身",1
"3099","輕優",1
"3100","藥嗎",1
"3101","登",1
"3102","回過頭來",1
"3103","薄情",1
"3104","閱無",1
"3105","出聲",1
"3106","意圖",1
"3107","瞟",1
"3108","二十歲",1
"3109","致死",1
"3110","霎時間",1
"3111","快活起來",1
"3112","本性",1
"3113","一汪",1
"3114","路面",1
"3115","無可救藥",1
"3116","倒像",1
"3117","匍匐",1
"3118","定河",1
"3119","渺然",1
"3120","御筆",1
"3121","防火",1
"3122","跳下去",1
"3123","花葉",1
"3124","立春",1
"3125","平行",1
"3126","驗",1
"3127","短刀",1
"3128","系著",1
"3129","理平頭",1
"3130","散",1
"3131","番話",1
"3132","徑直",1
"3133","老早",1
"3134","沉悶",1
"3135","邊的",1
"3136","抗議",1
"3137","龜",1
"3138","緊咬",1
"3139","見解",1
"3140","這隔",1
"3141","分門",1
"3142","毗連",1
"3143","躡手躡腳",1
"3144","隱私",1
"3145","寄過",1
"3146","由良館",1
"3147","夏菊花",1
"3148","隔",1
"3149","激發",1
"3150","論斷",1
"3151","加人",1
"3152","痛楚",1
"3153","每年",1
"3154","易燃",1
"3155","尊號",1
"3156","吝嗇",1
"3157","為了",1
"3158","高高興興",1
"3159","24",1
"3160","氣象預報",1
"3161","台活",1
"3162","生讓",1
"3163","倉促",1
"3164","都積",1
"3165","覺到",1
"3166","死於非命",1
"3167","著一",1
"3168","優惠",1
"3169","無為",1
"3170","蹤跡",1
"3171","死時",1
"3172","安寧",1
"3173","活潑地",1
"3174","體育運動",1
"3175","幫",1
"3176","不服氣",1
"3177","毫無價值",1
"3178","傻瓜",1
"3179","體育比賽",1
"3180","訣別",1
"3181","成隊",1
"3182","通貨膨脹",1
"3183","制好",1
"3184","凝神",1
"3185","垂帝機",1
"3186","無敵",1
"3187","草木",1
"3188","路道",1
"3189","只給",1
"3190","住秀發",1
"3191","圖形",1
"3192","心地純潔",1
"3193","粗茶淡飯",1
"3194","逃課",1
"3195","狂奔",1
"3196","合理",1
"3197","無車",1
"3198","更進一步",1
"3199","斷定",1
"3200","水車",1
"3201","銀杏",1
"3202","惟",1
"3203","成費",1
"3204","心思",1
"3205","相對",1
"3206","沐裕著",1
"3207","大學生",1
"3208","路軌",1
"3209","禪宗",1
"3210","橢圓形",1
"3211","公鴨",1
"3212","烏龍",1
"3213","快點兒",1
"3214","蘿卜",1
"3215","暗藍色",1
"3216","春意盎然",1
"3217","皺壁",1
"3218","緩緩",1
"3219","文具",1
"3220","借唄",1
"3221","號凶",1
"3222","睿山",1
"3223","導下",1
"3224","火裡",1
"3225","陶冶",1
"3226","求愛者",1
"3227","從今",1
"3228","獨特",1
"3229","步法",1
"3230","夠著",1
"3231","如煙",1
"3232","步出",1
"3233","著塗",1
"3234","從來",1
"3235","斃命",1
"3236","堅強",1
"3237","重新組合",1
"3238","散散步",1
"3239","窄小",1
"3240","瀧尻嶺",1
"3241","鈕扣",1
"3242","翻修",1
"3243","補助費",1
"3244","嫌疑犯",1
"3245","周到",1
"3246","波月橋",1
"3247","笨拙",1
"3248","找些",1
"3249","貶低",1
"3250","籃球場",1
"3251","醉眼",1
"3252","一向",1
"3253","草兒",1
"3254","吐",1
"3255","饒恕",1
"3256","葬身之地",1
"3257","連想",1
"3258","夾館",1
"3259","來龍去脈",1
"3260","境信",1
"3261","囹",1
"3262","定義",1
"3263","注為",1
"3264","有沒有",1
"3265","我安下",1
"3266","幣過",1
"3267","做些",1
"3268","二三百元",1
"3269","地昂",1
"3270","送氣",1
"3271","徑",1
"3272","耽溺",1
"3273","手法",1
"3274","醫離",1
"3275","速度",1
"3276","巧騙",1
"3277","窗上",1
"3278","下才",1
"3279","走下",1
"3280","美女",1
"3281","神聖",1
"3282","特色",1
"3283","從中",1
"3284","字眼",1
"3285","高峰",1
"3286","時過",1
"3287","著風",1
"3288","地掛",1
"3289","發抖",1
"3290","改成",1
"3291","躍進",1
"3292","砌",1
"3293","閉著",1
"3294","三毒",1
"3295","接洶到",1
"3296","十分困難",1
"3297","一百",1
"3298","耶",1
"3299","佛羅",1
"3300","阿羅",1
"3301","發來",1
"3302","吃驚",1
"3303","遲緩",1
"3304","仿效",1
"3305","最高潮",1
"3306","敏銳性",1
"3307","撞擊聲",1
"3308","兩周",1
"3309","少女",1
"3310","荒謬",1
"3311","充塞",1
"3312","拿起",1
"3313","有詞",1
"3314","信口",1
"3315","捻",1
"3316","是嗎",1
"3317","往生",1
"3318","定能",1
"3319","崇拜",1
"3320","洗個",1
"3321","並無",1
"3322","佛前",1
"3323","亡夫",1
"3324","滾到",1
"3325","六十歲",1
"3326","村子",1
"3327","百看不厭",1
"3328","吹散",1
"3329","屹立不動",1
"3330","1377",1
"3331","鱷魚",1
"3332","剛剃過的",1
"3333","地球",1
"3334","木橋",1
"3335","法子",1
"3336","橋的",1
"3337","工具",1
"3338","兒戲",1
"3339","樣寺",1
"3340","招待",1
"3341","大嘴",1
"3342","釣",1
"3343","與其說",1
"3344","蒙上",1
"3345","所知",1
"3346","列座",1
"3347","甚於",1
"3348","一星半點",1
"3349","可惡",1
"3350","信念",1
"3351","放棄",1
"3352","置理",1
"3353","墜子",1
"3354","階段",1
"3355","不怕",1
"3356","感從",1
"3357","人愛而",1
"3358","趨時",1
"3359","工作室",1
"3360","有將",1
"3361","型的膽",1
"3362","幻覺",1
"3363","大約",1
"3364","不足掛齒",1
"3365","地委",1
"3366","秘訣",1
"3367","則喝",1
"3368","裡是",1
"3369","減少",1
"3370","頭去",1
"3371","愛在",1
"3372","戲耍",1
"3373","透射",1
"3374","枝板",1
"3375","區別",1
"3376","視察",1
"3377","大川",1
"3378","勾",1
"3379","高倉",1
"3380","禮法",1
"3381","準確",1
"3382","半帶",1
"3383","失身",1
"3384","擅自",1
"3385","手足無措",1
"3386","假定",1
"3387","行間",1
"3388","點至",1
"3389","竟有",1
"3390","統治",1
"3391","端",1
"3392","至關重要",1
"3393","死後才",1
"3394","高明",1
"3395","誇耀",1
"3396","深受感動",1
"3397","脫口",1
"3398","只供",1
"3399","防御",1
"3400","征聲",1
"3401","跡地",1
"3402","事以",1
"3403","犄角",1
"3404","良緣",1
"3405","平上",1
"3406","1434",1
"3407","同一天",1
"3408","翻卷",1
"3409","自負",1
"3410","好容易",1
"3411","求愛",1
"3412","動呢",1
"3413","中彈",1
"3414","披著",1
"3415","自信",1
"3416","通路",1
"3417","猜測",1
"3418","搖出",1
"3419","哪種",1
"3420","千金",1
"3421","濕透",1
"3422","富家",1
"3423","陷講",1
"3424","厚重",1
"3425","共存",1
"3426","融洽",1
"3427","叨",1
"3428","空洞",1
"3429","稱得上",1
"3430","拔下來",1
"3431","人生觀",1
"3432","邊沿",1
"3433","留心",1
"3434","聰明",1
"3435","斗爭",1
"3436","上漲",1
"3437","已同",1
"3438","那光",1
"3439","手術",1
"3440","小心翼翼",1
"3441","愧於",1
"3442","同伙",1
"3443","禁",1
"3444","機到",1
"3445","剝著",1
"3446","病人",1
"3447","滿不在乎",1
"3448","遭遇",1
"3449","花用",1
"3450","彈寺",1
"3451","居室",1
"3452","人際",1
"3453","大錯",1
"3454","而同",1
"3455","破口",1
"3456","個童",1
"3457","草花",1
"3458","醫生",1
"3459","避免",1
"3460","提問",1
"3461","名揚",1
"3462","籠子",1
"3463","且不說",1
"3464","辜負",1
"3465","兩句話",1
"3466","作態",1
"3467","垂頭",1
"3468","扭",1
"3469","第一聲",1
"3470","解答",1
"3471","交個",1
"3472","倒伏",1
"3473","色並",1
"3474","吶聲",1
"3475","這尊",1
"3476","神奇",1
"3477","准語",1
"3478","纏",1
"3479","准",1
"3480","控",1
"3481","體上",1
"3482","黑鴉",1
"3483","咀嚼",1
"3484","頭瞥",1
"3485","所念的經",1
"3486","食物",1
"3487","混在",1
"3488","自備",1
"3489","勾銷",1
"3490","禮",1
"3491","自足",1
"3492","27",1
"3493","可話",1
"3494","摳出來",1
"3495","窮追",1
"3496","頓",1
"3497","疲於",1
"3498","不詳",1
"3499","愜意",1
"3500","葉草",1
"3501","千元",1
"3502","栽著",1
"3503","瓦礫",1
"3504","幾十棟",1
"3505","帕",1
"3506","高漲",1
"3507","同意",1
"3508","兩三層",1
"3509","挺拔",1
"3510","並用",1
"3511","五六",1
"3512","裡植有",1
"3513","荒廢",1
"3514","冊頁",1
"3515","措據",1
"3516","拔腿",1
"3517","破落",1
"3518","滑稽可笑",1
"3519","乒乓",1
"3520","恩寵",1
"3521","期",1
"3522","共鳴",1
"3523","再留",1
"3524","發酵",1
"3525","陷",1
"3526","油紙",1
"3527","介人",1
"3528","一臂之力",1
"3529","謊稱",1
"3530","花壇",1
"3531","求教於",1
"3532","本科",1
"3533","殷勤",1
"3534","烏丸頭",1
"3535","店",1
"3536","十個",1
"3537","數學",1
"3538","數年",1
"3539","修長",1
"3540","不該",1
"3541","湊巧",1
"3542","下半身",1
"3543","開拓",1
"3544","脫落",1
"3545","將來",1
"3546","從簡",1
"3547","談得",1
"3548","總湧",1
"3549","新世界",1
"3550","那棟",1
"3551","化學",1
"3552","一口",1
"3553","這棟",1
"3554","鋪成",1
"3555","助長",1
"3556","由剛",1
"3557","朝露",1
"3558","聯在",1
"3559","地開",1
"3560","茶褐色",1
"3561","長子",1
"3562","喚來",1
"3563","裁剪",1
"3564","的裡",1
"3565","白衣",1
"3566","避雷針",1
"3567","大朵",1
"3568","光潔",1
"3569","費勁",1
"3570","豬死",1
"3571","必需",1
"3572","一進",1
"3573","據點",1
"3574","研修",1
"3575","躲開",1
"3576","答帚",1
"3577","囑托",1
"3578","河畔",1
"3579","各派",1
"3580","絕跡",1
"3581","天將",1
"3582","莽撞",1
"3583","一坪",1
"3584","高木宗賢給",1
"3585","固定",1
"3586","清來",1
"3587","浪華",1
"3588","修道院",1
"3589","家遷",1
"3590","三百年",1
"3591","始於",1
"3592","創",1
"3593","這裡成",1
"3594","中有",1
"3595","備考",1
"3596","貓首",1
"3597","誦上",1
"3598","喚去",1
"3599","懺海",1
"3600","著臉",1
"3601","陳述",1
"3602","嶺",1
"3603","家族",1
"3604","權作",1
"3605","衝到",1
"3606","若隱若現",1
"3607","腳板",1
"3608","泡樹",1
"3609","弟弟",1
"3610","試一試",1
"3611","小節",1
"3612","沒有勇氣",1
"3613","不予",1
"3614","之職",1
"3615","文筆",1
"3616","藝妓",1
"3617","面條",1
"3618","不見蹤影",1
"3619","凝眸",1
"3620","不僅僅",1
"3621","的並",1
"3622","辦完",1
"3623","南南",1
"3624","禮節",1
"3625","越遠",1
"3626","犯了罪",1
"3627","分離出來",1
"3628","1674",1
"3629","八橋",1
"3630","周密",1
"3631","胳膊肘",1
"3632","毛衣",1
"3633","驚異",1
"3634","又將",1
"3635","丑惡劇",1
"3636","石台",1
"3637","沒想過",1
"3638","助以",1
"3639","我斷",1
"3640","ZO",1
"3641","世故",1
"3642","短小",1
"3643","隊",1
"3644","眾憎",1
"3645","嬰兒",1
"3646","水花",1
"3647","生機",1
"3648","些許",1
"3649","男聲",1
"3650","試吹",1
"3651","奪眶而出",1
"3652","結束語",1
"3653","集體",1
"3654","伙夫",1
"3655","曝曬",1
"3656","見得",1
"3657","三次",1
"3658","培養",1
"3659","離家",1
"3660","合攏",1
"3661","省筆",1
"3662","東方",1
"3663","七百年",1
"3664","我和邊",1
"3665","清徹",1
"3666","主祭",1
"3667","淚珠子",1
"3668","委請",1
"3669","忙於",1
"3670","抄錄在",1
"3671","選中",1
"3672","給你治",1
"3673","快步",1
"3674","地把貓",1
"3675","寺廚",1
"3676","觀光客",1
"3677","建築家",1
"3678","接上",1
"3679","驅散",1
"3680","肌",1
"3681","氣餒",1
"3682","怪物",1
"3683","敬意",1
"3684","懷有",1
"3685","石雕",1
"3686","桑葉",1
"3687","這顆",1
"3688","太忙",1
"3689","絕非",1
"3690","三回",1
"3691","強光",1
"3692","咯吱咯吱",1
"3693","刁難",1
"3694","自作自受",1
"3695","旋渦",1
"3696","哪層",1
"3697","漸少",1
"3698","騰起",1
"3699","地人",1
"3700","輾軋",1
"3701","消磨時光",1
"3702","事村",1
"3703","心底",1
"3704","勳章",1
"3705","精神支柱",1
"3706","戰亂",1
"3707","門為",1
"3708","籠中鳥",1
"3709","貫通",1
"3710","兵荒馬亂",1
"3711","颶尺",1
"3712","壓碎",1
"3713","平定",1
"3714","性命",1
"3715","切開",1
"3716","義憤填膺",1
"3717","頭型",1
"3718","反過",1
"3719","地度",1
"3720","求",1
"3721","負有",1
"3722","大典",1
"3723","萬萬",1
"3724","風信子",1
"3725","得多了",1
"3726","盤查",1
"3727","他怕",1
"3728","著穿",1
"3729","艦艇",1
"3730","這節",1
"3731","干的嗎",1
"3732","塗著",1
"3733","黃綠色",1
"3734","何故",1
"3735","大盜",1
"3736","殘廢",1
"3737","差錯",1
"3738","心胸開闊",1
"3739","忽地",1
"3740","事連副司",1
"3741","抵御",1
"3742","說謊",1
"3743","播在",1
"3744","愛情故事",1
"3745","粗",1
"3746","節骨眼",1
"3747","向陽",1
"3748","續",1
"3749","背陰",1
"3750","閉園",1
"3751","這間",1
"3752","賞力",1
"3753","小督局",1
"3754","迫使",1
"3755","河路",1
"3756","紅腫",1
"3757","高高",1
"3758","貧困",1
"3759","極窄",1
"3760","投訴",1
"3761","小問",1
"3762","擴建",1
"3763","賠",1
"3764","推倒",1
"3765","無論如何",1
"3766","國度",1
"3767","空罐",1
"3768","塗上一層",1
"3769","某人",1
"3770","斥署",1
"3771","心潮起伏",1
"3772","迷濛",1
"3773","只手",1
"3774","情感",1
"3775","夭折",1
"3776","臥室",1
"3777","太陽穴",1
"3778","異乎",1
"3779","小子",1
"3780","盤裡",1
"3781","沉溺在",1
"3782","緊接著",1
"3783","有件",1
"3784","第二根",1
"3785","耽人",1
"3786","寵愛",1
"3787","並為",1
"3788","家父",1
"3789","我進",1
"3790","話音剛落",1
"3791","得不到",1
"3792","許下諾言",1
"3793","從副司",1
"3794","優秀",1
"3795","毋庸",1
"3796","使裹",1
"3797","加倍努力",1
"3798","九泉之下",1
"3799","獨創性",1
"3800","遲開",1
"3801","這事",1
"3802","茗",1
"3803","更富",1
"3804","一系列",1
"3805","顆",1
"3806","光照",1
"3807","擦",1
"3808","課中",1
"3809","堆滿",1
"3810","謙遜",1
"3811","姍姍來遲",1
"3812","橫斷面",1
"3813","申明",1
"3814","高價",1
"3815","印著",1
"3816","用熱",1
"3817","荊棘",1
"3818","圓",1
"3819","他的頭",1
"3820","移送",1
"3821","小包",1
"3822","橡膠",1
"3823","承接",1
"3824","雨具",1
"3825","動物性",1
"3826","局限",1
"3827","鏡面",1
"3828","受命",1
"3829","這部",1
"3830","它作",1
"3831","染指",1
"3832","打發走",1
"3833","橋梁",1
"3834","錢子",1
"3835","苑池",1
"3836","虞美人",1
"3837","先上",1
"3838","憨厚",1
"3839","挎",1
"3840","竟像",1
"3841","意志薄弱",1
"3842","勃發",1
"3843","鐘樓",1
"3844","舒服",1
"3845","冷酷",1
"3846","春泥",1
"3847","踩下去",1
"3848","愛姬",1
"3849","悉索聲",1
"3850","斑斕",1
"3851","露有",1
"3852","長廊",1
"3853","奇形怪狀",1
"3854","照上",1
"3855","生命令",1
"3856","幸災樂禍",1
"3857","試試",1
"3858","傷痛",1
"3859","一改",1
"3860","站穩腳跟",1
"3861","回過",1
"3862","叫喊",1
"3863","從家裡",1
"3864","高高在上",1
"3865","大漢",1
"3866","不可捉摸",1
"3867","爬起來",1
"3868","掀開",1
"3869","四尺",1
"3870","太貴",1
"3871","沿著神",1
"3872","花哨",1
"3873","頭兒",1
"3874","生出",1
"3875","調頭",1
"3876","腳踏",1
"3877","校友",1
"3878","打擾",1
"3879","手頭",1
"3880","兩人邊",1
"3881","禁止",1
"3882","口角",1
"3883","留意",1
"3884","古董店",1
"3885","不必要",1
"3886","節度",1
"3887","地讀",1
"3888","駛往",1
"3889","山際",1
"3890","沿用",1
"3891","模",1
"3892","毫無目標",1
"3893","泥醉",1
"3894","1949",1
"3895","芳香",1
"3896","拾起",1
"3897","橫梁",1
"3898","異國",1
"3899","翱翔",1
"3900","鵝",1
"3901","三十多",1
"3902","抒情詩",1
"3903","畫得",1
"3904","輕飄飄",1
"3905","便問",1
"3906","發好",1
"3907","一路",1
"3908","噢",1
"3909","眉頭",1
"3910","後方",1
"3911","來的呀",1
"3912","歡笑聲",1
"3913","中午",1
"3914","團來",1
"3915","為己",1
"3916","通行",1
"3917","純角",1
"3918","將就",1
"3919","懸在",1
"3920","山有位",1
"3921","排成一列",1
"3922","匆忙",1
"3923","恩典",1
"3924","辟出",1
"3925","耙",1
"3926","沙灘",1
"3927","色欲",1
"3928","金融",1
"3929","暗",1
"3930","描繪出來",1
"3931","膘",1
"3932","戰國",1
"3933","相呼道",1
"3934","迸發出",1
"3935","饑",1
"3936","膽的",1
"3937","操縱",1
"3938","寺院",1
"3939","開時",1
"3940","無名",1
"3941","吊鈞",1
"3942","手指甲",1
"3943","郁悶",1
"3944","從頭到腳",1
"3945","繪有",1
"3946","買不到",1
"3947","踏板",1
"3948","洶",1
"3949","伸到",1
"3950","舞鶴到",1
"3951","瘦長",1
"3952","兔子",1
"3953","采亮",1
"3954","生中",1
"3955","車篷",1
"3956","出示",1
"3957","不乏",1
"3958","默默無言",1
"3959","索要",1
"3960","碳素",1
"3961","地進",1
"3962","水邊",1
"3963","相愛",1
"3964","阿氣",1
"3965","味",1
"3966","耀目",1
"3967","調子",1
"3968","正向",1
"3969","油光滿面",1
"3970","天晴",1
"3971","現水型",1
"3972","遁詞",1
"3973","說起",1
"3974","便來",1
"3975","著燦燦",1
"3976","游來",1
"3977","壁面",1
"3978","光芒四射",1
"3979","裡紛揚",1
"3980","非縣",1
"3981","居然",1
"3982","席克寺",1
"3983","經絹",1
"3984","白雪",1
"3985","畫著",1
"3986","人字形",1
"3987","三雙",1
"3988","災禍",1
"3989","過誰能",1
"3990","神戶",1
"3991","風燭殘年",1
"3992","領口",1
"3993","無人居住",1
"3994","酒杯",1
"3995","雪原",1
"3996","從冰",1
"3997","繁茂",1
"3998","淡路島",1
"3999","原色",1
"4000","起步",1
"4001","九山八",1
"4002","過德成",1
"4003","斑點",1
"4004","裝扮",1
"4005","明澄",1
"4006","長隨",1
"4007","光禿",1
"4008","運慶",1
"4009","身高",1
"4010","擊",1
"4011","枯枝",1
"4012","扭力",1
"4013","紛揚",1
"4014","唐代",1
"4015","降落",1
"4016","側耳",1
"4017","鏡倉",1
"4018","沿跤",1
"4019","風雪",1
"4020","這也會",1
"4021","純",1
"4022","裡數",1
"4023","圓頂",1
"4024","二十年",1
"4025","孩提",1
"4026","倉及",1
"4027","文化素質",1
"4028","罪名",1
"4029","一艘",1
"4030","不由自主",1
"4031","門徒",1
"4032","閉館",1
"4033","扛",1
"4034","冬來",1
"4035","水泥",1
"4036","錢來",1
"4037","笑個",1
"4038","成份",1
"4039","拉扯",1
"4040","引路",1
"4041","令人窒息",1
"4042","兵們",1
"4043","習俗",1
"4044","恪守",1
"4045","靜靜的",1
"4046","膝下",1
"4047","唱詞",1
"4048","大徹大悟",1
"4049","蜂擁",1
"4050","淫亂",1
"4051","歷史學家",1
"4052","室外",1
"4053","倒影",1
"4054","張得",1
"4055","煙灰碟",1
"4056","河面",1
"4057","日暮",1
"4058","勞動服",1
"4059","竟敢",1
"4060","批准",1
"4061","將靈",1
"4062","增多",1
"4063","目為",1
"4064","並與",1
"4065","裡很難",1
"4066","衣襟",1
"4067","停車處",1
"4068","燈下",1
"4069","提住",1
"4070","驅動",1
"4071","皇宜",1
"4072","丹",1
"4073","附",1
"4074","發癢",1
"4075","劇中",1
"4076","刑架",1
"4077","登過",1
"4078","發誓",1
"4079","現場",1
"4080","地扎傷",1
"4081","暫且",1
"4082","微微一笑",1
"4083","解除",1
"4084","漣游",1
"4085","汗涔涔",1
"4086","順著漱",1
"4087","裊娜",1
"4088","完美",1
"4089","享受",1
"4090","依賴",1
"4091","著半",1
"4092","老實",1
"4093","大發雷霆",1
"4094","惴",1
"4095","驚動",1
"4096","來往",1
"4097","夕靄",1
"4098","茶山",1
"4099","挨打",1
"4100","善玖",1
"4101","願寺",1
"4102","圓口",1
"4103","豎",1
"4104","莊重",1
"4105","而給",1
"4106","蹴",1
"4107","類比",1
"4108","天城",1
"4109","鈴襠聲",1
"4110","鈴鐺",1
"4111","晚風",1
"4112","喘氣",1
"4113","裡所",1
"4114","張著",1
"4115","劇目",1
"4116","根上",1
"4117","生輝",1
"4118","夢遺",1
"4119","一身",1
"4120","成眠",1
"4121","笛聲",1
"4122","半圓",1
"4123","粗獷",1
"4124","殘暑",1
"4125","無奈",1
"4126","預見",1
"4127","燈油",1
"4128","著剛",1
"4129","還帶",1
"4130","眉梢",1
"4131","新年",1
"4132","突",1
"4133","腳踝",1
"4134","寧願",1
"4135","顏料",1
"4136","彈子房",1
"4137","金閉",1
"4138","桑井禪海",1
"4139","藝眾生",1
"4140","旗幟",1
"4141","筋疲力竭",1
"4142","蒸籠",1
"4143","深地",1
"4144","文明",1
"4145","不須",1
"4146","則是",1
"4147","懦怯",1
"4148","佛爺",1
"4149","輕快",1
"4150","著木屣",1
"4151","笠",1
"4152","將以",1
"4153","呆若木雞",1
"4154","山妙",1
"4155","背上",1
"4156","告",1
"4157","長統靴",1
"4158","清到",1
"4159","立刻",1
"4160","護岸",1
"4161","私",1
"4162","整潔",1
"4163","全變",1
"4164","對稱",1
"4165","滿載",1
